,date,variable.name,variable.unit,variable.code,value
358075,2013-08-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,76.0
358076,2013-08-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,12.0
358077,2013-08-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,16.0
359463,2013-09-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
359464,2013-09-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,39.0
359465,2013-09-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,4.0
359466,2013-09-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
359467,2013-09-01,UK Job Vacancies (thousands) - Construction,,JP9L,14.0
359468,2013-09-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,109.0
359469,2013-09-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,21.0
359470,2013-09-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,59.0
359471,2013-09-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,29.0
359472,2013-09-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,32.0
359473,2013-09-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,10.0
359474,2013-09-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,48.0
359475,2013-09-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,38.0
359476,2013-09-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,9.0
359477,2013-09-01,UK Job Vacancies (thousands) - Education.,,JP9V,38.0
359478,2013-09-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,77.0
359479,2013-09-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,11.0
359480,2013-09-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,14.0
360866,2013-10-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
360867,2013-10-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,40.0
360868,2013-10-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,4.0
360869,2013-10-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
360870,2013-10-01,UK Job Vacancies (thousands) - Construction,,JP9L,15.0
360871,2013-10-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,111.0
360872,2013-10-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,21.0
360873,2013-10-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,64.0
360874,2013-10-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,32.0
360875,2013-10-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,32.0
360876,2013-10-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,9.0
360877,2013-10-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,50.0
360878,2013-10-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,36.0
360879,2013-10-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,9.0
360880,2013-10-01,UK Job Vacancies (thousands) - Education.,,JP9V,40.0
360881,2013-10-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,79.0
360882,2013-10-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,11.0
360883,2013-10-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,11.0
362269,2013-11-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
362270,2013-11-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,40.0
362271,2013-11-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,4.0
362272,2013-11-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
362273,2013-11-01,UK Job Vacancies (thousands) - Construction,,JP9L,16.0
362274,2013-11-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,109.0
362275,2013-11-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,22.0
362276,2013-11-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,63.0
362277,2013-11-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,33.0
362278,2013-11-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,32.0
362279,2013-11-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,9.0
362280,2013-11-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,52.0
362281,2013-11-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,37.0
362282,2013-11-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,9.0
362283,2013-11-01,UK Job Vacancies (thousands) - Education.,,JP9V,40.0
362284,2013-11-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,80.0
362285,2013-11-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,10.0
362286,2013-11-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,12.0
363672,2013-12-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
363673,2013-12-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,40.0
363674,2013-12-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,4.0
363675,2013-12-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
363676,2013-12-01,UK Job Vacancies (thousands) - Construction,,JP9L,18.0
363677,2013-12-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,109.0
363678,2013-12-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,22.0
363679,2013-12-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,64.0
363680,2013-12-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,33.0
363681,2013-12-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,32.0
363682,2013-12-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,8.0
363683,2013-12-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,54.0
363684,2013-12-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,39.0
363685,2013-12-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,9.0
363686,2013-12-01,UK Job Vacancies (thousands) - Education.,,JP9V,41.0
363687,2013-12-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,81.0
363688,2013-12-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,11.0
363689,2013-12-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,13.0
365075,2014-01-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
365076,2014-01-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,39.0
365077,2014-01-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,4.0
365078,2014-01-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
365079,2014-01-01,UK Job Vacancies (thousands) - Construction,,JP9L,18.0
365080,2014-01-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,112.0
365081,2014-01-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,21.0
365082,2014-01-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,63.0
365083,2014-01-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,31.0
365084,2014-01-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,33.0
365085,2014-01-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,9.0
365086,2014-01-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,56.0
365087,2014-01-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,42.0
365088,2014-01-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,10.0
365089,2014-01-01,UK Job Vacancies (thousands) - Education.,,JP9V,43.0
365090,2014-01-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,84.0
365091,2014-01-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,13.0
365092,2014-01-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,14.0
366476,2014-02-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
366477,2014-02-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,44.0
366478,2014-02-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,4.0
366479,2014-02-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
366480,2014-02-01,UK Job Vacancies (thousands) - Construction,,JP9L,19.0
366481,2014-02-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,112.0
366482,2014-02-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,22.0
366483,2014-02-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,62.0
366484,2014-02-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,31.0
366485,2014-02-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,34.0
366486,2014-02-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,9.0
366487,2014-02-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,59.0
366488,2014-02-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,45.0
366489,2014-02-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,10.0
366490,2014-02-01,UK Job Vacancies (thousands) - Education.,,JP9V,46.0
366491,2014-02-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,87.0
366492,2014-02-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,14.0
366493,2014-02-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,14.0
367877,2014-03-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
367878,2014-03-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,46.0
367879,2014-03-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,4.0
367880,2014-03-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
367881,2014-03-01,UK Job Vacancies (thousands) - Construction,,JP9L,21.0
367882,2014-03-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,114.0
367883,2014-03-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,22.0
367884,2014-03-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,67.0
367885,2014-03-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,32.0
367886,2014-03-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,35.0
367887,2014-03-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,10.0
367888,2014-03-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,58.0
367889,2014-03-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,45.0
367890,2014-03-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,11.0
367891,2014-03-01,UK Job Vacancies (thousands) - Education.,,JP9V,49.0
367892,2014-03-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,90.0
367893,2014-03-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,15.0
367894,2014-03-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,16.0
369279,2014-04-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
369280,2014-04-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,47.0
369281,2014-04-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,4.0
369282,2014-04-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
369283,2014-04-01,UK Job Vacancies (thousands) - Construction,,JP9L,20.0
369284,2014-04-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,118.0
369285,2014-04-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,23.0
369286,2014-04-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,70.0
369287,2014-04-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,31.0
369288,2014-04-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,37.0
369289,2014-04-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,11.0
369290,2014-04-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,59.0
369291,2014-04-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,47.0
369292,2014-04-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,11.0
369293,2014-04-01,UK Job Vacancies (thousands) - Education.,,JP9V,50.0
369294,2014-04-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,90.0
369295,2014-04-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,15.0
369296,2014-04-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,18.0
370682,2014-05-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
370683,2014-05-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,47.0
370684,2014-05-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,4.0
370685,2014-05-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
370686,2014-05-01,UK Job Vacancies (thousands) - Construction,,JP9L,19.0
370687,2014-05-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,121.0
370688,2014-05-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,22.0
370689,2014-05-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,73.0
370690,2014-05-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,31.0
370691,2014-05-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,37.0
370692,2014-05-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,12.0
370693,2014-05-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,58.0
370694,2014-05-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,48.0
370695,2014-05-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,11.0
370696,2014-05-01,UK Job Vacancies (thousands) - Education.,,JP9V,50.0
370697,2014-05-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,93.0
370698,2014-05-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,15.0
370699,2014-05-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,21.0
372085,2014-06-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
372086,2014-06-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,50.0
372087,2014-06-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,4.0
372088,2014-06-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
372089,2014-06-01,UK Job Vacancies (thousands) - Construction,,JP9L,19.0
372090,2014-06-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,124.0
372091,2014-06-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,21.0
372092,2014-06-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,75.0
372093,2014-06-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,29.0
372094,2014-06-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,37.0
372095,2014-06-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,11.0
372096,2014-06-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,60.0
372097,2014-06-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,48.0
372098,2014-06-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,11.0
372099,2014-06-01,UK Job Vacancies (thousands) - Education.,,JP9V,49.0
372100,2014-06-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,94.0
372101,2014-06-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,16.0
372102,2014-06-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,19.0
373487,2014-07-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
373488,2014-07-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,51.0
373489,2014-07-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,4.0
373490,2014-07-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
373491,2014-07-01,UK Job Vacancies (thousands) - Construction,,JP9L,22.0
373492,2014-07-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,125.0
373493,2014-07-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,23.0
373494,2014-07-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,76.0
373495,2014-07-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,31.0
373496,2014-07-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,36.0
373497,2014-07-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,10.0
373498,2014-07-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,60.0
373499,2014-07-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,47.0
373500,2014-07-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,10.0
373501,2014-07-01,UK Job Vacancies (thousands) - Education.,,JP9V,52.0
373502,2014-07-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,97.0
373503,2014-07-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,16.0
373504,2014-07-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,18.0
