date,Age,Characteristic_grouping,Characteristic,avgcohort,avgNEETNK,avgNEET,avgNK,NEETNKprop,NEETprop,Notknownprop,annual_change_NEETNK,geography_code
2023,16,gender,Female,990.666666666667,25,21,4,2.5235531628533,2.11978465679677,0.403768506056528,-0.397409036459413,E08000037
2023,17,gender,Female,958.666666666667,41.3333333333333,39.3333333333333,2,4.3115438108484,4.1029207232267,0.208623087621697,-0.33561625799842,E08000037
2023,16,gender,Male,968.0,42.6666666666667,40.3333333333333,2.33333333333333,4.40771349862259,4.16666666666667,0.241046831955923,0.1795255791595,E08000037
2023,17,gender,Male,990.0,74,69.3333333333333,4.66666666666667,7.47474747474747,7.003367003367,0.471380471380471,-0.747785765280517,E08000037
2023,16-17,gender,Female,1949.33333333333,66.3333333333333,60.3333333333333,6,3.40287277701778,3.09507523939808,0.307797537619699,-0.380446225561756,E08000037
2023,16-17,gender,Male,1958.0,116.666666666667,109.666666666667,7,5.95846101464079,5.60095335376234,0.357507660878447,-0.22516351430748,E08000037
2023,16,gender,Unclassified/withheld,5.0,c,c,c,c,c,c,c,E08000037
2023,17,gender,Unclassified/withheld,17.3333333333333,1.33333333333333,1.33333333333333,0,7.69230769230769,7.69230769230769,0,7.69230769230769,E08000037
2023,16-17,gender,Unclassified/withheld,22.3333333333333,1.33333333333333,1.33333333333333,0,5.97014925373134,5.97014925373134,0,2.46137732390678,E08000037
2023,16,Total,Total,1963.66666666667,67.6666666666667,61.3333333333333,6.33333333333333,3.44593447631981,3.12340858937362,0.322525886946189,-0.141131875987361,E08000037
2023,17,Total,Total,1966.0,116.666666666667,110,6.66666666666667,5.93421498813157,5.59511698880977,0.339097999321804,-0.476041422124839,E08000037
2023,16-17,Total,Total,3929.66666666667,184.333333333333,171.333333333333,13,4.69081347018407,4.35999660700653,0.330816863177538,-0.28783725569125,E08000037
2023,16,gender,Female,597.0,22,22,0,3.68509212730318,3.68509212730318,0,2.74391565671495,E06000001
2023,17,gender,Female,571.0,28.3333333333333,28,0.333333333333333,4.9620548744892,4.90367775831874,0.0583771161704612,0.44752178852754,E06000001
2023,16,gender,Male,573.0,12,12,0,2.09424083769634,2.09424083769634,0,-1.2547603373918,E06000001
2023,17,gender,Male,564.666666666667,27.3333333333333,27,0.333333333333333,4.84061393152302,4.78158205430933,0.0590318772136954,-1.3618436460077,E06000001
2023,16-17,gender,Female,1168.0,50.3333333333333,50,0.333333333333333,4.30936073059361,4.28082191780822,0.0285388127853881,1.626213308224,E06000001
2023,16-17,gender,Male,1137.66666666667,39.3333333333333,39,0.333333333333333,3.45736888368005,3.42806914737767,0.0292997363023733,-1.32128840157354,E06000001
2023,16,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E06000001
2023,17,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E06000001
2023,16-17,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E06000001
2023,16,Total,Total,1170.0,34,34,0,2.90598290598291,2.90598290598291,0,0.760186315741876,E06000001
2023,17,Total,Total,1135.66666666667,55.6666666666667,55,0.666666666666667,4.90167302612269,4.84297035515116,0.0587026709715292,-0.480167021983141,E06000001
2023,16-17,Total,Total,2305.66666666667,89.6666666666667,89,0.666666666666667,3.88896920630331,3.86005493711146,0.0289142691918462,0.143428183711161,E06000001
2023,16,gender,Female,778.0,17,17,0,2.18508997429306,2.18508997429306,0,-2.37780981248732,E06000002
2023,17,gender,Female,862.333333333333,51,45.6666666666667,5.33333333333333,5.91418631619637,5.29570931580982,0.618477000386548,1.09785978558413,E06000002
2023,16,gender,Male,814.333333333333,23,23,0,2.82439623413835,2.82439623413835,0,-1.77794530804978,E06000002
2023,17,gender,Male,889.0,55.6666666666667,51,4.66666666666667,6.26171728533933,5.73678290213723,0.5249343832021,-2.26541449760641,E06000002
2023,16-17,gender,Female,1640.33333333333,68,62.6666666666667,5.33333333333333,4.14549888234099,3.82036171509856,0.32513716724243,-0.546889021725752,E06000002
2023,16-17,gender,Male,1703.33333333333,78.6666666666667,74,4.66666666666667,4.61839530332681,4.34442270058708,0.273972602739726,-1.93598781355631,E06000002
2023,16,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E06000002
2023,17,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E06000002
2023,16-17,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E06000002
2023,16,Total,Total,1592.33333333333,40,40,0,2.51203684320703,2.51203684320703,0,-2.07112367110238,E06000002
2023,17,Total,Total,1751.33333333333,106.666666666667,96.6666666666667,10,6.09059763989341,5.51960411115341,0.570993528740008,-0.581510093222276,E06000002
2023,16-17,Total,Total,3343.66666666667,146.666666666667,136.666666666667,10,4.38640215332469,4.08732927923437,0.29907287409032,-1.24971838560362,E06000002
2023,16,gender,Female,1446.33333333333,66.6666666666667,61,5.66666666666667,4.60935699469924,4.2175616501498,0.391795344549435,-0.169116677302621,E08000021
2023,17,gender,Female,1459.0,103,87.6666666666667,15.3333333333333,7.05962988348184,6.00868174548778,1.05094813799406,-0.876878053026103,E08000021
2023,16,gender,Male,1630.0,101,91,10,6.19631901840491,5.58282208588957,0.613496932515337,1.23577786846128,E08000021
2023,17,gender,Male,1493.33333333333,127.666666666667,111.666666666667,16,8.54910714285714,7.47767857142857,1.07142857142857,-0.885725613774929,E08000021
2023,16-17,gender,Female,2905.33333333333,169.666666666667,148.666666666667,21,5.83983478659936,5.11702615878844,0.722808627810922,-0.500999718792113,E08000021
2023,16-17,gender,Male,3123.33333333333,228.666666666667,202.666666666667,26,7.32123799359659,6.48879402347919,0.832443970117396,0.149060114463175,E08000021
2023,16,gender,Unclassified/withheld,0.666666666666667,c,c,c,c,c,c,c,E08000021
2023,17,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E08000021
2023,16-17,gender,Unclassified/withheld,0.666666666666667,c,c,c,c,c,c,c,E08000021
2023,16,Total,Total,3077.0,167.666666666667,152,15.6666666666667,5.44903044090564,4.93987650308742,0.509153937818221,0.578232361783764,E08000021
2023,17,Total,Total,2952.33333333333,230.666666666667,199.333333333333,31.3333333333333,7.81302924240714,6.75172180196455,1.06130744044259,-0.882622931505904,E08000021
2023,16-17,Total,Total,6029.33333333333,398.333333333333,351.333333333333,47,6.60659000442282,5.82706766917293,0.779522335249889,-0.155634015921648,E08000021
2023,16,gender,Female,1184.0,37.6666666666667,35.6666666666667,2,3.18130630630631,3.01238738738739,0.168918918918919,0.0280216347734563,E08000022
2023,17,gender,Female,1149.66666666667,75,44.3333333333333,30.6666666666667,6.52363003769208,3.85619020005799,2.6674398376341,0.827015454358754,E08000022
2023,16,gender,Male,1241.33333333333,36.3333333333333,29.6666666666667,6.66666666666667,2.92696025778733,2.38990332975295,0.537056928034372,0.711051166878236,E08000022
2023,17,gender,Male,1206.66666666667,89.6666666666667,53,36.6666666666667,7.43093922651934,4.39226519337017,3.03867403314917,1.08553365932389,E08000022
2023,16-17,gender,Female,2333.66666666667,112.666666666667,80,32.6666666666667,4.82788173118126,3.42808170261391,1.39980002856735,0.47202518200472,E08000022
2023,16-17,gender,Male,2448.0,126,82.6666666666667,43.3333333333333,5.14705882352941,3.37690631808279,1.77015250544662,0.920269725730261,E08000022
2023,16,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E08000022
2023,17,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E08000022
2023,16-17,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E08000022
2023,16,Total,Total,2425.33333333333,74,65.3333333333333,8.66666666666667,3.05112699285322,2.69378779549203,0.357339197361187,0.372941247712826,E08000022
2023,17,Total,Total,2356.33333333333,164.666666666667,97.3333333333333,67.3333333333333,6.98825859386052,4.1307115575046,2.85754703635592,0.953641410015207,E08000022
2023,16-17,Total,Total,4781.66666666667,238.666666666667,162.666666666667,76,4.99128616242593,3.401882188916,1.58940397350993,0.701721856392092,E08000022
2023,16,gender,Female,1535.0,51.6666666666667,51,0.666666666666667,3.36590662323561,3.32247557003257,0.0434310532030402,-0.264821736295046,E06000057
2023,17,gender,Female,1509.66666666667,88,81,7,5.82910134687569,5.36542283064694,0.463678516228748,-0.610700505375011,E06000057
2023,16,gender,Male,1689.66666666667,76.3333333333333,75,1.33333333333333,4.51765634247386,4.43874531465772,0.0789110278161373,-0.0331710806939896,E06000057
2023,17,gender,Male,1704.33333333333,113.666666666667,89,24.6666666666667,6.66927439859183,5.22198318012908,1.44729121846274,-1.05655761408646,E06000057
2023,16-17,gender,Female,3044.66666666667,139.666666666667,132,7.66666666666667,4.587256404642,4.33544996715568,0.251806437486315,-0.467328748196433,E06000057
2023,16-17,gender,Male,3394.0,190,164,26,5.59811431938715,4.83205657041839,0.766057748968768,-0.535824835097237,E06000057
2023,16,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E06000057
2023,17,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E06000057
2023,16-17,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E06000057
2023,16,Total,Total,3224.66666666667,128,126,2,3.96940252222452,3.90738060781476,0.0620219144097581,-0.14818321737727,E06000057
2023,17,Total,Total,3214.0,201.666666666667,170,31.6666666666667,6.27463181912466,5.28935905413815,0.985272764986517,-0.835057583413778,E06000057
2023,16-17,Total,Total,6438.66666666667,329.666666666667,296,33.6666666666667,5.12010768275005,4.59722509836405,0.522882584386001,-0.501132723804608,E06000057
2023,16,gender,Female,811.333333333333,37.6666666666667,37.6666666666667,0,4.64256368118324,4.64256368118324,0,1.04611342429394,E06000003
2023,17,gender,Female,714.666666666667,51.6666666666667,51.6666666666667,0,7.2294776119403,7.2294776119403,0,-0.923447307451693,E06000003
2023,16,gender,Male,823.666666666667,40,40,0,4.85633346823148,4.85633346823148,0,0.144716896338715,E06000003
2023,17,gender,Male,825.333333333333,76.6666666666667,76.6666666666667,0,9.2891760904685,9.2891760904685,0,2.47840936942445,E06000003
2023,16-17,gender,Female,1526.0,89.3333333333333,89.3333333333333,0,5.85408475316732,5.85408475316732,0,-0.0364532802278585,E06000003
2023,16-17,gender,Male,1649.0,116.666666666667,116.666666666667,0,7.07499494643218,7.07499494643218,0,1.31593918737642,E06000003
2023,16,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E06000003
2023,17,gender,Unclassified/withheld,0.333333333333333,c,c,c,c,c,c,c,E06000003
2023,16-17,gender,Unclassified/withheld,0.333333333333333,c,c,c,c,c,c,c,E06000003
2023,16,Total,Total,1635.0,77.6666666666667,77.6666666666667,0,4.75025484199796,4.75025484199796,0,0.557337179603871,E06000003
2023,17,Total,Total,1540.33333333333,128.333333333333,128.333333333333,0,8.33152997186756,8.33152997186756,0,0.900119300016192,E06000003
2023,16-17,Total,Total,3175.33333333333,206,206,0,6.48750787318917,6.48750787318917,0,0.670783436447397,E06000003
2023,16,gender,Female,793.0,31,30.3333333333333,0.666666666666667,3.90920554854981,3.82513661202186,0.0840689365279529,0.319678521522781,E08000023
2023,17,gender,Female,788.666666666667,59.3333333333333,58.6666666666667,0.666666666666667,7.52324598478445,7.43871513102282,0.084530853761623,2.79178818427294,E08000023
2023,16,gender,Male,842.333333333333,36,34.6666666666667,1.33333333333333,4.27384250098932,4.11555203798971,0.158290462999604,1.01342153524438,E08000023
2023,17,gender,Male,802.333333333333,65.3333333333333,63.3333333333333,2,8.14291649356045,7.89364353967595,0.249272953884504,-0.159127728383652,E08000023
2023,16-17,gender,Female,1581.66666666667,90.3333333333333,89,1.33333333333333,5.71127502634352,5.62697576396207,0.0842992623814542,1.55344727920733,E08000023
2023,16-17,gender,Male,1644.66666666667,101.333333333333,98,3.33333333333333,6.1613295500608,5.95865423591407,0.202675314146737,0.393694695289023,E08000023
2023,16,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E08000023
2023,17,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E08000023
2023,16-17,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E08000023
2023,16,Total,Total,1635.33333333333,67,65,2,4.097024052181,3.97472482674276,0.122299225438239,0.673939101231303,E08000023
2023,17,Total,Total,1591.0,124.666666666667,122,2.66666666666667,7.83574271946365,7.6681332495286,0.167609469935051,1.29979500704535,E08000023
2023,16-17,Total,Total,3226.33333333333,191.666666666667,187,4.66666666666667,5.94069635292902,5.79605331129249,0.144643041636533,0.969016050852242,E08000023
2023,16,gender,Female,1165.0,34.3333333333333,32.3333333333333,2,2.94706723891273,2.77539341917024,0.171673819742489,-0.726525052565738,E06000004
2023,17,gender,Female,1103.0,67.3333333333333,64.6666666666667,2.66666666666667,6.10456331217891,5.86279842852826,0.24176488365065,-0.053794459082094,E06000004
2023,16,gender,Male,1204.33333333333,53.6666666666667,53.6666666666667,0,4.45613063935787,4.45613063935787,0,-0.433503336613066,E06000004
2023,17,gender,Male,1187.0,95,93,2,8.0033698399326,7.83487784330244,0.16849199663016,1.7841045810376,E06000004
2023,16-17,gender,Female,2268.0,101.666666666667,97,4.66666666666667,4.48265726043504,4.27689594356261,0.205761316872428,-0.384322395277011,E06000004
2023,16-17,gender,Male,2391.33333333333,148.666666666667,146.666666666667,2,6.21689434067466,6.13325899080011,0.083635349874547,0.673972225836678,E06000004
2023,16,gender,Unclassified/withheld,5.66666666666667,1,1,0,17.6470588235294,17.6470588235294,0,-5.42986425339369,E06000004
2023,17,gender,Unclassified/withheld,5.0,c,c,c,c,c,c,c,E06000004
2023,16-17,gender,Unclassified/withheld,10.6666666666667,1,1,0,9.375,9.375,0,-12.0535714285714,E06000004
2023,16,Total,Total,2375.0,89,87,2,3.74736842105263,3.66315789473684,0.0842105263157895,-0.592281513852618,E06000004
2023,17,Total,Total,2295.0,162.333333333333,157.666666666667,4.66666666666667,7.07334785766158,6.87000726216413,0.203340595497458,0.851057687962762,E06000004
2023,16-17,Total,Total,4670.0,251.333333333333,244.666666666667,6.66666666666667,5.38187009279086,5.23911491791577,0.142755174875089,0.126927324840814,E06000004
2023,16,gender,Female,1546.0,31.6666666666667,31.3333333333333,0.333333333333333,2.04829667960328,2.02673566192324,0.0215610176800345,-0.392835314347903,E08000024
2023,17,gender,Female,1533.66666666667,99.6666666666667,87.3333333333333,12.3333333333333,6.49858726363834,5.69441425777005,0.80417300586829,0.32461434649352,E08000024
2023,16,gender,Male,1575.0,74.3333333333333,71.3333333333333,3,4.71957671957672,4.52910052910053,0.19047619047619,0.846643734372189,E08000024
2023,17,gender,Male,1547.33333333333,96,90,6,6.20422231796639,5.81645842309349,0.3877638948729,-2.74028257866038,E08000024
2023,16-17,gender,Female,3079.66666666667,131.333333333333,118.666666666667,12.6666666666667,4.26453079337591,3.85323086914168,0.411299924234225,0.0134735932868759,E08000024
2023,16-17,gender,Male,3122.33333333333,170.333333333333,161.333333333333,9,5.45532187466638,5.16707590477207,0.28824596989431,-0.953121167440028,E08000024
2023,16,gender,Unclassified/withheld,89.6666666666667,1,0,1,1.11524163568773,0,1.11524163568773,1.11524163568773,E08000024
2023,17,gender,Unclassified/withheld,58.0,2,1,1,3.44827586206897,1.72413793103448,1.72413793103448,-8.76102646351243,E08000024
2023,16-17,gender,Unclassified/withheld,147.666666666667,3,1,2,2.03160270880361,0.677200902934537,1.35440180586907,-6.01437430269064,E08000024
2023,16,Total,Total,3210.66666666667,107,102.666666666667,4.33333333333333,3.33264119601329,3.19767441860465,0.134966777408638,0.208312228867059,E08000024
2023,17,Total,Total,3139.0,197.666666666667,178.333333333333,19.3333333333333,6.29712222576192,5.68121482425401,0.615907401507911,-1.38591153136215,E08000024
2023,16-17,Total,Total,6349.66666666667,304.666666666667,281,23.6666666666667,4.79815213397029,4.42542915638616,0.372722977584125,-0.582040945539423,E08000024
2023,16,gender,Female,2721.66666666667,102.333333333333,93.3333333333333,9,3.75995101041029,3.42927127985303,0.330679730557257,-0.732283159243233,E06000047
2023,17,gender,Female,2783.0,186.333333333333,164.333333333333,22,6.69541262426638,5.90489879027428,0.790513833992095,0.966769408185979,E06000047
2023,16,gender,Male,2833.66666666667,117.666666666667,110.333333333333,7.33333333333333,4.1524526526291,3.89365956946242,0.258793083166686,-0.704955184143448,E06000047
2023,17,gender,Male,2853.66666666667,184.666666666667,163,21.6666666666667,6.47120663473893,5.7119495386053,0.759257096133629,-0.767590464987678,E06000047
2023,16-17,gender,Female,5504.66666666667,288.666666666667,257.666666666667,31,5.24403536393363,4.6808768317791,0.563158532154535,0.149118033866272,E06000047
2023,16-17,gender,Male,5687.33333333333,302.333333333333,273.333333333333,29,5.31590669323643,4.80600164107373,0.509905052162701,-0.717311218612858,E06000047
2023,16,gender,Unclassified/withheld,22.3333333333333,3,2,1,13.4328358208955,8.95522388059701,4.47761194029851,8.59412614347617,E06000047
2023,17,gender,Unclassified/withheld,28.0,2.66666666666667,2.66666666666667,0,9.52380952380952,9.52380952380952,0,1.38427464008859,E06000047
2023,16-17,gender,Unclassified/withheld,50.3333333333333,5.66666666666667,4.66666666666667,1,11.2582781456954,9.27152317880795,1.98675496688742,4.5015213889386,E06000047
2023,16,Total,Total,5577.66666666667,223,205.666666666667,17.3333333333333,3.998087611307,3.6873244486942,0.310763162612801,-0.680069265231872,E06000047
2023,17,Total,Total,5664.66666666667,373.666666666667,330,43.6666666666667,6.59644580440155,5.82558550076498,0.770860303636578,0.0832919068379132,E06000047
2023,16-17,Total,Total,11242.3333333333,596.666666666667,535.666666666667,61,5.30732054437098,4.76472855575652,0.542591988614463,-0.271937742468531,E06000047
2023,16,gender,Female,40900.0,1270,920,350,3.1,2.2,0.9,0.5,E12000002
2023,17,gender,Female,40840.0,2500,1530,960,6.1,3.8,2.4,0.5,E12000002
2023,16,gender,Male,43510.0,1810,1290,510,4.1,3,1.2,0.6,E12000002
2023,17,gender,Male,43360.0,3360,2140,1220,7.7,4.9,2.8,-0.1,E12000002
2023,16-17,gender,Female,81750.0,3760,2450,1310,4.6,3,1.6,0.5,E12000002
2023,16-17,gender,Male,86870.0,5160,3430,1730,5.9,3.9,2,0.3,E12000002
2023,16,gender,Unclassified/withheld,710.0,20,20,0,3,2.3,0.7,-2.2,E12000002
2023,17,gender,Unclassified/withheld,290.0,20,10,10,6.7,4.9,1.8,2.5,E12000002
2023,16-17,gender,Unclassified/withheld,1000.0,40,30,10,4.1,3.1,1,-0.2,E12000002
2023,16,Total,Total,85110.0,3090,2220,870,3.6,2.6,1,0.5,E12000002
2023,17,Total,Total,84500.0,5870,3690,2190,7,4.4,2.6,0.3,E12000002
2023,16-17,Total,Total,169610.0,8970,5910,3060,5.3,3.5,1.8,0.4,E12000002
2023,16,gender,Female,1130.66666666667,24,22.3333333333333,1.66666666666667,2.12264150943396,1.9752358490566,0.147405660377358,0.196477785517432,E06000008
2023,17,gender,Female,1083.33333333333,58,44.3333333333333,13.6666666666667,5.35384615384615,4.09230769230769,1.26153846153846,1.10915202151157,E06000008
2023,16,gender,Male,1102.33333333333,36.6666666666667,27.3333333333333,9.33333333333333,3.32627759298458,2.47958875113396,0.84668884185062,0.170228498887559,E06000008
2023,17,gender,Male,1185.66666666667,77,62.3333333333333,14.6666666666667,6.49423671633399,5.25723924655609,1.2369974697779,0.30420267114674,E06000008
2023,16-17,gender,Female,2214.0,82,66.6666666666667,15.3333333333333,3.7037037037037,3.01114122252334,0.692562481180367,0.601947096645623,E06000008
2023,16-17,gender,Male,2288.0,113.666666666667,89.6666666666667,24,4.96794871794872,3.91899766899767,1.04895104895105,0.338458262515078,E06000008
2023,16,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E06000008
2023,17,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E06000008
2023,16-17,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E06000008
2023,16,Total,Total,2233.0,60.6666666666667,49.6666666666667,11,2.71682340647858,2.22421256904016,0.492610837438424,0.146837174261969,E06000008
2023,17,Total,Total,2269.0,135,106.666666666667,28.3333333333333,5.94975760246805,4.70104304392537,1.24871455854268,0.728312381022828,E06000008
2023,16-17,Total,Total,4502.0,195.666666666667,156.333333333333,39.3333333333333,4.34621649637198,3.47253072708426,0.873685769287724,0.460925099517222,E06000008
2023,16,gender,Female,587.666666666667,45.3333333333333,27.3333333333333,18,7.71412365286444,4.65116279069767,3.06296086216676,2.78780786339076,E06000009
2023,17,gender,Female,775.333333333333,105.333333333333,75.3333333333333,30,13.585554600172,9.71625107480654,3.86930352536543,6.33739735201472,E06000009
2023,16,gender,Male,646.666666666667,61.3333333333333,36.6666666666667,24.6666666666667,9.48453608247423,5.67010309278351,3.81443298969072,4.37041942989604,E06000009
2023,17,gender,Male,769.333333333333,95.3333333333333,56.3333333333333,39,12.3916811091854,7.32235701906413,5.06932409012132,3.36337200436524,E06000009
2023,16-17,gender,Female,1363.0,150.666666666667,102.666666666667,48,11.0540474443629,7.53240401076058,3.52164343360235,4.95066359549433,E06000009
2023,16-17,gender,Male,1416.0,156.666666666667,93,63.6666666666667,11.0640301318267,6.56779661016949,4.49623352165725,3.89535543303156,E06000009
2023,16,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E06000009
2023,17,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E06000009
2023,16-17,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E06000009
2023,16,Total,Total,1234.33333333333,106.666666666667,64,42.6666666666667,8.64164191196327,5.18498514717796,3.45665676478531,3.62160394528957,E06000009
2023,17,Total,Total,1544.66666666667,200.666666666667,131.666666666667,69,12.9909365558912,8.52395338800173,4.46698316788951,4.82242389766339,E06000009
2023,16-17,Total,Total,2779.0,307.333333333333,195.666666666667,111.666666666667,11.0591339810483,7.04090200311863,4.01823197792971,4.4142426877953,E06000009
2023,16,gender,Female,1864.66666666667,31,30,1,1.66249553092599,1.60886664283161,0.0536288880943868,-0.727210351426948,E08000001
2023,17,gender,Female,1819.66666666667,88,70,18,4.83605055871039,3.84685839897417,0.989192159736215,-0.746564652979384,E08000001
2023,16,gender,Male,2109.33333333333,80,76.6666666666667,3.33333333333333,3.79266750948167,3.6346396965866,0.15802781289507,-0.135583611594561,E08000001
2023,17,gender,Male,1847.0,134.666666666667,111,23.6666666666667,7.2911026890453,6.00974553329724,1.28135715574806,0.472920870863479,E08000001
2023,16-17,gender,Female,3684.33333333333,119,100,19,3.2298923369221,2.71419524111101,0.515697095811092,-0.741159806332677,E08000001
2023,16-17,gender,Male,3956.33333333333,214.666666666667,187.666666666667,27,5.42589940180302,4.74344932176257,0.682450080040441,0.0397115073936272,E08000001
2023,16,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E08000001
2023,17,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E08000001
2023,16-17,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E08000001
2023,16,Total,Total,3974.0,111,106.666666666667,4.33333333333333,2.79315551082033,2.68411340379131,0.109042107029022,-0.372664518207248,E08000001
2023,17,Total,Total,3666.66666666667,222.666666666667,181,41.6666666666667,6.07272727272727,4.93636363636364,1.13636363636364,-0.141551961600948,E08000001
2023,16-17,Total,Total,7640.66666666667,333.666666666667,287.666666666667,46,4.36698368379723,3.76494197713987,0.60204170665736,-0.322996812415415,E08000001
2023,16,gender,Female,1110.33333333333,35.3333333333333,35.3333333333333,0,3.1822275592915,3.1822275592915,0,0.914653863146384,E08000002
2023,17,gender,Female,1055.0,49,48.6666666666667,0.333333333333333,4.64454976303318,4.6129541864139,0.0315955766192733,1.37182249030591,E08000002
2023,16,gender,Male,1159.0,35.6666666666667,35.3333333333333,0.333333333333333,3.07736554501007,3.04860511935577,0.0287604256542997,0.0037607997957263,E08000002
2023,17,gender,Male,1257.66666666667,59,58,1,4.69122714020673,4.61171481579645,0.0795123244102836,-0.725556469111258,E08000002
