date,Age,Characteristic_grouping,Characteristic,avgcohort,avgNEETNK,avgNEET,avgNK,NEETNKprop,NEETprop,Notknownprop,annual_change_NEETNK,geography_code
2022,16,gender,Male,1377.0,53.6666666666667,26,27.6666666666667,3.89736141370128,1.8881626724764,2.00919874122489,0.148030937000692,E08000016
2022,17,gender,Male,1300.0,108.666666666667,50.3333333333333,58.3333333333333,8.35897435897436,3.87179487179487,4.48717948717949,-0.830493890896571,E08000016
2022,16-17,gender,Female,2525.0,121,63.3333333333333,57.6666666666667,4.79207920792079,2.50825082508251,2.28382838283828,-0.255064441552308,E08000016
2022,16-17,gender,Male,2677.0,162.333333333333,76.3333333333333,86,6.06400199227992,2.85145062881335,3.21255136346657,-0.455451214870455,E08000016
2022,16,gender,Unclassified/withheld,2.0,c,c,c,c,c,c,c,E08000016
2022,17,gender,Unclassified/withheld,2.0,c,c,c,c,c,c,c,E08000016
2022,16-17,gender,Unclassified/withheld,4.0,c,c,c,c,c,c,c,E08000016
2022,16,Total,Total,2687.33333333333,94.6666666666667,51.3333333333333,43.3333333333333,3.52269908211362,1.91019598114612,1.6125031009675,0.344998733681559,E08000016
2022,17,Total,Total,2518.66666666667,188.666666666667,88.3333333333333,100.333333333333,7.49073583906829,3.50714663843303,3.98358920063526,-0.76962228405287,E08000016
2022,16-17,Total,Total,5206.0,283.333333333333,139.666666666667,143.666666666667,5.44243821231912,2.68280189524907,2.75963631707005,-0.358182319179601,E08000016
2022,16,gender,Female,3533.33333333333,117.666666666667,65.3333333333333,52.3333333333333,3.33018867924528,1.84905660377358,1.4811320754717,-0.503499625227357,E08000032
2022,17,gender,Female,3603.0,248.333333333333,113.333333333333,135,6.89240447775002,3.14552687575169,3.74687760199834,-0.0396212890031764,E08000032
2022,16,gender,Male,3828.66666666667,154.666666666667,95,59.6666666666667,4.03970050496256,2.4812815601602,1.55841894480237,-1.09169154049199,E08000032
2022,17,gender,Male,3785.33333333333,350.666666666667,156.333333333333,194.333333333333,9.26382529059528,4.12997534343079,5.13384994716449,-1.24403987794402,E08000032
2022,16-17,gender,Female,7136.33333333333,366,178.666666666667,187.333333333333,5.12868419823439,2.50361997290859,2.6250642253258,-0.225089386671273,E08000032
2022,16-17,gender,Male,7614.0,505.333333333333,251.333333333333,254,6.63689694422555,3.30093687067682,3.33596007354873,-1.1660419990055,E08000032
2022,16,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E08000032
2022,17,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E08000032
2022,16-17,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E08000032
2022,16,Total,Total,7362.0,272.333333333333,160.333333333333,112,3.6991759485647,2.17785022186,1.5213257267047,-0.797039434656079,E08000032
2022,17,Total,Total,7388.33333333333,599,269.666666666667,329.333333333333,8.10737649447327,3.64989848860817,4.4574780058651,-0.672703408899402,E08000032
2022,16-17,Total,Total,14750.3333333333,871.333333333333,430,441.333333333333,5.90721113647149,2.91518835732526,2.99202277914623,-0.704548711196498,E08000032
2022,16,gender,Female,1286.66666666667,30.3333333333333,25.6666666666667,4.66666666666667,2.35751295336788,1.99481865284974,0.362694300518135,0.538837600490566,E08000033
2022,17,gender,Female,1225.0,47.3333333333333,29.6666666666667,17.6666666666667,3.86394557823129,2.42176870748299,1.4421768707483,-0.623605087663318,E08000033
2022,16,gender,Male,1308.0,36.3333333333333,29.6666666666667,6.66666666666667,2.77777777777778,2.26809378185525,0.509683995922528,-0.268169563471572,E08000033
2022,17,gender,Male,1293.33333333333,73.3333333333333,59.3333333333333,14,5.67010309278351,4.58762886597938,1.08247422680412,-0.518821988649715,E08000033
2022,16-17,gender,Female,2511.66666666667,77.6666666666667,55.3333333333333,22.3333333333333,3.09223623092236,2.20305242203052,0.889183808891838,-0.0178786471947578,E08000033
2022,16-17,gender,Male,2601.33333333333,109.666666666667,89,20.6666666666667,4.2157867760123,3.42132239876986,0.79446437724244,-0.362143893476979,E08000033
2022,16,gender,Unclassified/withheld,38.6666666666667,0,0,0,0,0,0,0,E08000033
2022,17,gender,Unclassified/withheld,16.0,1,1,0,6.25,6.25,0,-9.6230158730159,E08000033
2022,16-17,gender,Unclassified/withheld,54.6666666666667,1,1,0,1.82926829268293,1.82926829268293,0,-7.51652609984043,E08000033
2022,16,Total,Total,2633.33333333333,66.6666666666667,55.3333333333333,11.3333333333333,2.53164556962025,2.10126582278481,0.430379746835443,0.0980754564921331,E08000033
2022,17,Total,Total,2534.33333333333,121.666666666667,90,31.6666666666667,4.8007365513613,3.55122977771932,1.24950677364198,-0.656838785397476,E08000033
2022,16-17,Total,Total,5167.66666666667,188.333333333333,145.333333333333,43,3.64445591175901,2.81235889827775,0.832097013481262,-0.260158017849846,E08000033
2022,16,gender,Female,1704.66666666667,57.3333333333333,44.6666666666667,12.6666666666667,3.3633163863903,2.62025811497849,0.743058271411811,0.502744271967421,E08000017
2022,17,gender,Female,1677.66666666667,86,60.6666666666667,25.3333333333333,5.12616729584741,3.61613351877608,1.51003377707133,-0.0938327041525922,E08000017
2022,16,gender,Male,1808.66666666667,79,55.3333333333333,23.6666666666667,4.36785845927018,3.05934389974198,1.3085145595282,0.33327632670534,E08000017
2022,17,gender,Male,1755.33333333333,111.333333333333,72.3333333333333,39,6.34257500949487,4.12077478161793,2.22180022787695,-1.00802260006688,E08000017
2022,16-17,gender,Female,3382.33333333333,143.333333333333,105.333333333333,38,4.23770572583029,3.11422095200552,1.12348477382478,0.197301685426255,E08000017
2022,16-17,gender,Male,3564.0,190.333333333333,127.666666666667,62.6666666666667,5.34044145155256,3.58211747100636,1.7583239805462,-0.322150235488997,E08000017
2022,16,gender,Unclassified/withheld,4.33333333333333,c,c,c,c,c,c,c,E08000017
2022,17,gender,Unclassified/withheld,4.0,c,c,c,c,c,c,c,E08000017
2022,16-17,gender,Unclassified/withheld,8.33333333333333,0,0,0,0,0,0,-12.5,E08000017
2022,16,Total,Total,3517.66666666667,136.333333333333,100,36.3333333333333,3.87567516346063,2.84279351843078,1.03288164502985,0.400053467748858,E08000017
2022,17,Total,Total,3437.0,197.333333333333,133,64.3333333333333,5.74144117932305,3.86965376782077,1.87178741150228,-0.542221298235297,E08000017
2022,16-17,Total,Total,6954.66666666667,333.666666666667,233,100.666666666667,4.79773773006135,3.35026840490798,1.44746932515337,-0.0688630604524807,E08000017
2022,16,gender,Female,1751.33333333333,30.3333333333333,24.6666666666667,5.66666666666667,1.73201370384469,1.40845070422535,0.323562999619338,-0.4805505000273,E06000011
2022,17,gender,Female,1704.33333333333,75.3333333333333,59.6666666666667,15.6666666666667,4.42010561314297,3.50088010952474,0.919225503618228,-0.289374509181191,E06000011
2022,16,gender,Male,1771.66666666667,41,35.3333333333333,5.66666666666667,2.31420507996237,1.99435559736595,0.319849482596425,-1.14533749163094,E06000011
2022,17,gender,Male,1735.66666666667,77,55,22,4.4363357019397,3.16881121567121,1.26752448626848,-1.70641000788869,E06000011
2022,16-17,gender,Female,3455.66666666667,105.666666666667,84.3333333333333,21.3333333333333,3.05777949262082,2.44043599884248,0.617343493778335,-0.383576983751214,E06000011
2022,16-17,gender,Male,3507.33333333333,118,90.3333333333333,27.6666666666667,3.36437939555218,2.57555597795096,0.788823417601217,-1.42702511514378,E06000011
2022,16,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E06000011
2022,17,gender,Unclassified/withheld,3.0,c,c,c,c,c,c,c,E06000011
2022,16-17,gender,Unclassified/withheld,3.0,c,c,c,c,c,c,c,E06000011
2022,16,Total,Total,3523.0,71.3333333333333,60,11.3333333333333,2.02478947866402,1.70309395401646,0.321695524647554,-0.818166416575003,E06000011
2022,17,Total,Total,3443.0,153.333333333333,115.333333333333,38,4.45348049181915,3.3497918481944,1.10368864362475,-0.979895963549541,E06000011
2022,16-17,Total,Total,6966.0,224.666666666667,175.333333333333,49.3333333333333,3.22518901330271,2.51698727150924,0.708201741793473,-0.898826734728792,E06000011
2022,16,gender,Female,1484.66666666667,53.6666666666667,51.6666666666667,2,3.61472833408172,3.48001796138303,0.134710372698698,0.915933153358834,E06000010
2022,17,gender,Female,1390.33333333333,91.3333333333333,85,6.33333333333333,6.56916806521218,6.11364181251498,0.455526252697195,-1.0846230649738,E06000010
2022,16,gender,Male,1562.33333333333,89,82,7,5.69660763814807,5.24855984638361,0.448047791764455,1.83116676894623,E06000010
2022,17,gender,Male,1626.66666666667,108.666666666667,95.3333333333333,13.3333333333333,6.68032786885246,5.86065573770492,0.819672131147541,-0.689614327679331,E06000010
2022,16-17,gender,Female,2875.0,145,136.666666666667,8.33333333333333,5.04347826086957,4.7536231884058,0.289855072463768,-0.145879361373964,E06000010
2022,16-17,gender,Male,3189.0,197.666666666667,177.333333333333,20.3333333333333,6.19839029998955,5.56078185429079,0.637608445698756,0.704991329302596,E06000010
2022,16,gender,Unclassified/withheld,7.0,0,0,0,0,0,0,0,E06000010
2022,17,gender,Unclassified/withheld,4.33333333333333,c,c,c,c,c,c,c,E06000010
2022,16-17,gender,Unclassified/withheld,11.3333333333333,0,0,0,0,0,0,-3.44827586206897,E06000010
2022,16,Total,Total,3054.0,142.666666666667,133.666666666667,9,4.6714691115477,4.37677363021174,0.294695481335953,1.35747669913976,E06000010
2022,17,Total,Total,3021.33333333333,200,180.333333333333,19.6666666666667,6.61959399823478,5.96866725507502,0.650926743159753,-0.888164416661384,E06000010
2022,16-17,Total,Total,6075.33333333333,342.666666666667,314,28.6666666666667,5.64029408537255,5.16844068912543,0.47185339624712,0.300040336814296,E06000010
2022,16,gender,Female,2641.33333333333,46,36.6666666666667,9.33333333333333,1.74154467440687,1.3881877839475,0.353356890459364,0.407356091982235,E08000034
2022,17,gender,Female,2614.66666666667,91,69.6666666666667,21.3333333333333,3.48036715961244,2.66445690973993,0.815910249872514,-0.559094245533537,E08000034
2022,16,gender,Male,2627.0,61.6666666666667,49.6666666666667,12,2.34741784037559,1.89062301738358,0.456794822992006,-0.250603849530263,E08000034
2022,17,gender,Male,2821.33333333333,154.666666666667,96.6666666666667,58,5.4820415879017,3.42627599243856,2.05576559546314,-2.65162802117775,E08000034
2022,16-17,gender,Female,5256.0,137,106.333333333333,30.6666666666667,2.60654490106545,2.02308472856418,0.583460172501268,-0.0542814587671909,E08000034
2022,16-17,gender,Male,5448.33333333333,216.333333333333,146.333333333333,70,3.97063322116855,2.68583664729275,1.2847965738758,-1.31703297575566,E08000034
2022,16,gender,Unclassified/withheld,126.666666666667,1,1,0,0.789473684210526,0.789473684210526,0,0.789473684210526,E08000034
2022,17,gender,Unclassified/withheld,14.3333333333333,0.666666666666667,0,0.666666666666667,4.65116279069767,0,4.65116279069767,-5.93277881514172,E08000034
2022,16-17,gender,Unclassified/withheld,141.0,1.66666666666667,1,0.666666666666667,1.18203309692671,0.709219858156028,0.472813238770686,-6.61366582780447,E08000034
2022,16,Total,Total,5395.0,108.666666666667,87.3333333333333,21.3333333333333,2.01421068890948,1.6187828236021,0.395427865307383,0.036809558965984,E08000034
2022,17,Total,Total,5450.33333333333,246.333333333333,166.333333333333,80,4.51960124763011,3.05180111308177,1.46780013454835,-1.7013474948086,E08000034
2022,16-17,Total,Total,10845.3333333333,355,253.666666666667,101.333333333333,3.27329727071552,2.33894762724367,0.934349643471847,-0.787473619277924,E08000034
2022,16,gender,Female,3912.66666666667,178.333333333333,48.6666666666667,129.666666666667,4.55784631112626,1.24382347929801,3.31402283182825,-1.27936700151385,E08000035
2022,17,gender,Female,4144.0,352.333333333333,123,229.333333333333,8.50225225225225,2.96814671814672,5.53410553410553,0.319944697972693,E08000035
2022,16,gender,Male,3987.33333333333,246,82.6666666666667,163.333333333333,6.16953686674469,2.0732319010199,4.0963049657248,-0.258212598979458,E08000035
2022,17,gender,Male,4388.0,505.666666666667,156.333333333333,349.333333333333,11.5238529322394,3.56274688544515,7.96110604679429,-0.122700217041459,E08000035
2022,16-17,gender,Female,8056.66666666667,530.666666666667,171.666666666667,359,6.58667769962764,2.13074058750517,4.45593711212247,-0.399780267308703,E08000035
2022,16-17,gender,Male,8375.33333333333,751.666666666667,239,512.666666666667,8.97476717344583,2.85361776645706,6.12114940698878,-0.0550712703391962,E08000035
2022,16,gender,Unclassified/withheld,858.0,39.3333333333333,10.6666666666667,28.6666666666667,4.58430458430458,1.24320124320124,3.34110334110334,0.305025305025303,E08000035
2022,17,gender,Unclassified/withheld,134.0,34,7.66666666666667,26.3333333333333,25.3731343283582,5.72139303482587,19.6517412935323,18.8030860191795,E08000035
2022,16-17,gender,Unclassified/withheld,992.0,73.3333333333333,18.3333333333333,55,7.39247311827957,1.84811827956989,5.54435483870968,2.11152677269444,E08000035
2022,16,Total,Total,8758.0,463.666666666667,142,321.666666666667,5.29420720103524,1.62137474309203,3.67283245794321,-0.746596114234126,E08000035
2022,17,Total,Total,8666.0,892,287,605,10.2930994691899,3.31179321486268,6.98130625432726,0.453320236107848,E08000035
2022,16-17,Total,Total,17424.0,1355.66666666667,429,926.666666666667,7.78045607591062,2.46212121212121,5.31833486378941,-0.128404683583049,E08000035
2022,16,gender,Female,968.666666666667,47,46.3333333333333,0.666666666666667,4.85203028217481,4.78320715760495,0.0688231245698555,1.18750440382196,E06000012
2022,17,gender,Female,877.333333333333,63.6666666666667,60.3333333333333,3.33333333333333,7.25683890577508,6.87689969604863,0.379939209726444,0.899322077054056,E06000012
2022,16,gender,Male,970.333333333333,42.6666666666667,39.3333333333333,3.33333333333333,4.39711439367915,4.05358983167296,0.343524562006183,-1.68829485898989,E06000012
2022,17,gender,Male,939.666666666667,83.3333333333333,72,11.3333333333333,8.86839304717985,7.66229159276339,1.20610145441646,0.095101121714011,E06000012
2022,16-17,gender,Female,1846.0,110.666666666667,106.666666666667,4,5.99494402311304,5.77825929938606,0.216684723726977,0.977090236230867,E06000012
2022,16-17,gender,Male,1910.0,126,111.333333333333,14.6666666666667,6.59685863874346,5.82897033158813,0.767888307155323,-0.774103113948704,E06000012
2022,16,gender,Unclassified/withheld,6.66666666666667,0,0,0,0,0,0,0,E06000012
2022,17,gender,Unclassified/withheld,4.0,c,c,c,c,c,c,c,E06000012
2022,16-17,gender,Unclassified/withheld,10.6666666666667,1,0,1,9.375,0,9.375,-1.7361111111111,E06000012
2022,16,Total,Total,1945.66666666667,89.6666666666667,85.6666666666667,4,4.60853178002399,4.40294671920507,0.205585060818914,-0.291815632665725,E06000012
2022,17,Total,Total,1821.0,148,132.333333333333,15.6666666666667,8.12740252608457,7.26706937580084,0.860333150283727,0.549054947736989,E06000012
2022,16-17,Total,Total,3766.66666666667,237.666666666667,218,19.6666666666667,6.30973451327434,5.78761061946903,0.52212389380531,0.0958347554953161,E06000012
2022,16,gender,Female,936.666666666667,27,15.3333333333333,11.6666666666667,2.88256227758007,1.63701067615658,1.24555160142349,0.360670859016151,E06000013
2022,17,gender,Female,949.666666666667,67,26,41,7.05510705510706,2.73780273780274,4.31730431730432,1.44479621356043,E06000013
2022,16,gender,Male,1015.0,36.3333333333333,20,16.3333333333333,3.57963875205255,1.97044334975369,1.60919540229885,-0.509580578802474,E06000013
2022,17,gender,Male,970.333333333333,117.666666666667,45.6666666666667,72,12.1264170388183,4.70628649948471,7.42013053933356,3.73455012569442,E06000013
2022,16-17,gender,Female,1886.33333333333,94,41.3333333333333,52.6666666666667,4.98321258172822,2.19119985863227,2.79201272309595,0.97811518504153,E06000013
2022,16-17,gender,Male,1985.33333333333,154,65.6666666666667,88.3333333333333,7.7568838146407,3.30758898589658,4.44929482874412,1.61281601803053,E06000013
2022,16,gender,Unclassified/withheld,21.3333333333333,0,0,0,0,0,0,0,E06000013
2022,17,gender,Unclassified/withheld,8.33333333333333,0,0,0,0,0,0,-40,E06000013
2022,16-17,gender,Unclassified/withheld,29.6666666666667,0,0,0,0,0,0,-35.2941176470588,E06000013
2022,16,Total,Total,1973.0,63.3333333333333,35.3333333333333,28,3.21000168947457,1.79084304781213,1.41915864166244,-0.108430222492417,E06000013
2022,17,Total,Total,1928.33333333333,184.666666666667,71.6666666666667,113,9.57649092480553,3.71650821089023,5.8599827139153,2.46562866276746,E06000013
2022,16-17,Total,Total,3901.33333333333,248,107,141,6.3568010936432,2.74265208475735,3.61414900888585,1.21987608916853,E06000013
2022,16,gender,Female,2879.0,62,54.6666666666667,7.33333333333333,2.15352552969781,1.89880745629269,0.254718073405118,-7.59184484067256,E10000023
2022,17,gender,Female,2871.0,184,39.3333333333333,144.666666666667,6.40891675374434,1.37002205967723,5.03889469406711,-3.98700548428316,E10000023
2022,16,gender,Male,2949.0,80.3333333333333,61.3333333333333,19,2.72408726121849,2.07980106250706,0.644286198711428,-7.19178486441247,E10000023
2022,17,gender,Male,2956.0,224.333333333333,38.3333333333333,186,7.58908434821831,1.29679747406405,6.29228687415426,-7.75795643333339,E10000023
2022,16-17,gender,Female,5750.0,246,94,152,4.27826086956522,1.63478260869565,2.64347826086957,-5.78849949585998,E10000023
2022,16-17,gender,Male,5905.0,304.666666666667,99.6666666666667,205,5.15946937623483,1.68783516793678,3.47163420829805,-7.45482117574617,E10000023
2022,16,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E10000023
2022,17,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E10000023
2022,16-17,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E10000023
2022,16,Total,Total,5828.0,142.333333333333,116,26.3333333333333,2.44223289865019,1.99039121482498,0.451841683825212,-7.38972380884054,E10000023
2022,17,Total,Total,5827.0,408.333333333333,77.6666666666667,330.666666666667,7.007608260397,1.33287569361021,5.6747325667868,-5.9165752769312,E10000023
2022,16-17,Total,Total,11655.0,550.666666666667,193.666666666667,357,4.72472472472472,1.66166166166166,3.06306306306306,-6.63930355601338,E10000023
2022,16,gender,Female,1575.66666666667,51,40.3333333333333,10.6666666666667,3.23672519568437,2.55976306325365,0.676962132430717,1.11817662683154,E08000018
2022,17,gender,Female,1475.0,86.3333333333333,59.6666666666667,26.6666666666667,5.85310734463277,4.04519774011299,1.80790960451977,-1.20307243064813,E08000018
2022,16,gender,Male,1524.33333333333,69.3333333333333,49.6666666666667,19.6666666666667,4.54843647496173,3.25825497485239,1.29018150010934,0.516517113348962,E08000018
2022,17,gender,Male,1606.33333333333,97.3333333333333,72.3333333333333,25,6.05934841253372,4.50300892301307,1.55633948952065,-3.12815158746628,E08000018
2022,16-17,gender,Female,3050.66666666667,137.333333333333,100,37.3333333333333,4.50174825174825,3.27797202797203,1.22377622377622,-0.0892273305629887,E08000018
2022,16-17,gender,Male,3130.66666666667,166.666666666667,122,44.6666666666667,5.3236797274276,3.896933560477,1.4267461669506,-1.29627425709447,E08000018
2022,16,gender,Unclassified/withheld,3.0,c,c,c,c,c,c,c,E08000018
2022,17,gender,Unclassified/withheld,5.0,c,c,c,c,c,c,c,E08000018
2022,16-17,gender,Unclassified/withheld,8.0,0,0,0,0,0,0,0,E08000018
2022,16,Total,Total,3103.0,120.333333333333,90,30.3333333333333,3.87796755827694,2.9004189494038,0.977548608873133,0.769947562623816,E08000018
2022,17,Total,Total,3086.33333333333,183.666666666667,132,51.6666666666667,5.95096662706556,4.2769197537531,1.67404687331245,-2.20854920563735,E08000018
2022,16-17,Total,Total,6189.33333333333,304,222,82,4.9116760017234,3.58681602757432,1.32485997414907,-0.729071763109984,E08000018
2022,16,gender,Female,2936.66666666667,86.6666666666667,63.6666666666667,23,2.95119182746879,2.16799091940976,0.783200908059024,-0.841178683774084,E08000019
2022,17,gender,Female,2977.33333333333,257.333333333333,127,130.333333333333,8.64308105687416,4.26556202418271,4.37751903269145,0.192208477385751,E08000019
2022,16,gender,Male,3162.33333333333,128.333333333333,101.666666666667,26.6666666666667,4.0581848845789,3.21492568778328,0.843259196795615,-1.69068047094304,E08000019
2022,17,gender,Male,3095.66666666667,361.333333333333,191.666666666667,169.666666666667,11.6722299989232,6.19145041455798,5.48077958436524,0.00518938864722429,E08000019
2022,16-17,gender,Female,5914.0,344,190.666666666667,153.333333333333,5.81670612106865,3.22398827640627,2.59271784466238,-0.227789689390749,E08000019
2022,16-17,gender,Male,6258.0,489.666666666667,293.333333333333,196.333333333333,7.82465111324172,4.68733354639395,3.13731756684777,-0.827924844486152,E08000019
2022,16,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E08000019
2022,17,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E08000019
2022,16-17,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E08000019
2022,16,Total,Total,6099.0,215,165.333333333333,49.6666666666667,3.52516806033776,2.71082691151555,0.814341148822211,-1.26238759293548,E08000019
2022,17,Total,Total,6073.0,618.666666666667,318.666666666667,300,10.1871672429881,5.24726933421154,4.93989790877655,0.0772135392843882,E08000019
2022,16-17,Total,Total,12172.0,833.666666666667,484,349.666666666667,6.84905247015007,3.97633913900756,2.87271333114251,-0.531208573460558,E08000019
2022,16,gender,Female,1735.33333333333,28,22.3333333333333,5.66666666666667,1.61352285824049,1.28697656550134,0.326546292739147,-0.447899102213858,E08000036
2022,17,gender,Female,1597.0,83.3333333333333,54,29.3333333333333,5.21811730327698,3.38134001252348,1.8367772907535,0.734087819247498,E08000036
2022,16,gender,Male,1953.33333333333,67.3333333333333,55.3333333333333,12,3.44709897610921,2.83276450511945,0.614334470989761,0.626029731682305,E08000036
2022,17,gender,Male,1715.0,113.333333333333,56.6666666666667,56.6666666666667,6.60835762876579,3.3041788143829,3.3041788143829,-0.416351376747789,E08000036
2022,16-17,gender,Female,3332.33333333333,111.333333333333,76.3333333333333,35,3.34100230069021,2.29068720616185,1.05031509452836,0.0519381795032374,E08000036
2022,16-17,gender,Male,3668.33333333333,180.666666666667,112,68.6666666666667,4.92503407542026,3.05315765561109,1.87187641980918,0.0384195861567633,E08000036
2022,16,gender,Unclassified/withheld,52.0,5.33333333333333,2.33333333333333,3,10.2564102564103,4.48717948717949,5.76923076923077,5.86430331815437,E08000036
2022,17,gender,Unclassified/withheld,611.333333333333,31,25,6,5.07088331515812,4.08942202835333,0.981461286804798,-5.52774278886548,E08000036
2022,16-17,gender,Unclassified/withheld,663.333333333333,36.3333333333333,27.3333333333333,9,5.47738693467337,4.12060301507538,1.35678391959799,-1.35658989930346,E08000036
2022,16,Total,Total,3740.66666666667,100.666666666667,80,20.6666666666667,2.69114239885938,2.13865621101408,0.552486187845304,-0.0295878100224871,E08000036
2022,17,Total,Total,3923.33333333333,227.666666666667,135.666666666667,92,5.80288870008496,3.45794392523364,2.34494477485132,-0.410074262877998,E08000036
2022,16-17,Total,Total,7664.0,328.333333333333,215.666666666667,112.666666666667,4.28409881697982,2.81402226861517,1.47007654836465,-0.136014727221321,E08000036
2022,16,gender,Female,909.0,6,3,3,0.66006600660066,0.33003300330033,0.33003300330033,-0.68009954326138,E06000014
2022,17,gender,Female,861.0,24.3333333333333,14.3333333333333,10,2.82617111885405,1.66473093302362,1.16144018583043,-0.958047882756264,E06000014
2022,16,gender,Male,917.666666666667,10,5,5,1.08972030512169,0.544860152560843,0.544860152560843,-1.93621629430194,E06000014
2022,17,gender,Male,930.0,37.6666666666667,21,16.6666666666667,4.05017921146953,2.25806451612903,1.7921146953405,0.252244108224693,E06000014
2022,16-17,gender,Female,1770.0,30.3333333333333,17.3333333333333,13,1.71374764595104,0.979284369114878,0.734463276836158,-0.835545323576944,E06000014
2022,16-17,gender,Male,1847.66666666667,47.6666666666667,26,21.6666666666667,2.57983041674184,1.40718022731373,1.17265018942811,-0.827603985590524,E06000014
2022,16,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E06000014
2022,17,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E06000014
2022,16-17,gender,Unclassified/withheld,0.0,z,z,z,z,z,z,z,E06000014
2022,16,Total,Total,1826.66666666667,16,8,8,0.875912408759124,0.437956204379562,0.437956204379562,-1.34505502959962,E06000014
2022,17,Total,Total,1791.0,62,35.3333333333333,26.6666666666667,3.46175321049693,1.97282709845524,1.48892611204169,-0.329624772566971,E06000014
2022,16-17,Total,Total,3617.66666666667,78,43.3333333333333,34.6666666666667,2.15608587487331,1.19782548604073,0.958260388832581,-0.841344898749303,E06000014
2022,16-17,ethnicity,asian,113480.0,2750,1280,1470,2.4,1.1,1.3,-0.3,E92000001
2022,16-17,ethnicity,black,62070.0,1870,760,1110,3,1.2,1.8,-0.6,E92000001
2022,16-17,ethnicity,chinese,3920.0,60,20,40,1.5,0.4,1.1,-0.4,E92000001
2022,16-17,ethnicity,mixed,53910.0,2700,1430,1270,5,2.6,2.4,-0.6,E92000001
2022,16-17,ethnicity,not known,153220.0,8710,3820,4880,5.7,2.5,3.2,-1.1,E92000001
2022,16-17,ethnicity,other,20150.0,900,400,490,4.4,2,2.4,-0.6,E92000001
2022,16-17,ethnicity,white,801630.0,40110,23170,16940,5,2.9,2.1,-0.8,E92000001
2022,16-17,ethnicity,asian,2050.0,20,20,0,1,0.8,0.2,-1.2,E12000001
2022,16-17,ethnicity,black,550.0,10,10,0,1.7,1.2,0.5,-1.2,E12000001
2022,16-17,ethnicity,chinese,160.0,0,0,0,0.6,0,0.6,-0.8,E12000001
2022,16-17,ethnicity,mixed,1120.0,40,30,10,3.8,3,0.8,0.7,E12000001
2022,16-17,ethnicity,not known,2600.0,170,130,40,6.4,5,1.5,-1.7,E12000001
2022,16-17,ethnicity,other,480.0,20,10,0,3.2,2.9,0.3,-1.2,E12000001
2022,16-17,ethnicity,white,49550.0,2780,2390,390,5.6,4.8,0.8,-0.1,E12000001
2022,16-17,ethnicity,asian,63.0,0,0,0,0,0,0,-2.12765957446809,E06000005
2022,16-17,ethnicity,black,10.0,0,0,0,0,0,0,0,E06000005
2022,16-17,ethnicity,chinese,5.0,c,c,c,c,c,c,c,E06000005
2022,16-17,ethnicity,mixed,49.0,3.33333333333333,1.33333333333333,2,6.80272108843537,2.72108843537415,4.08163265306122,4.71938775510204,E06000005
2022,16-17,ethnicity,not known,58.3333333333333,1,0.333333333333333,0.666666666666667,1.71428571428571,0.571428571428571,1.14285714285714,-5.71145685997172,E06000005
2022,16-17,ethnicity,other,20.0,0.333333333333333,0,0.333333333333333,1.66666666666667,0,1.66666666666667,-7.42424242424242,E06000005
2022,16-17,ethnicity,white,2201.33333333333,101.333333333333,66.6666666666667,34.6666666666667,4.60327074500303,3.02846759539673,1.5748031496063,-1.41503932553577,E06000005
2022,16-17,ethnicity,asian,54.0,0,0,0,0,0,0,-2.65957446808511,E08000037
2022,16-17,ethnicity,black,39.0,0.333333333333333,0,0.333333333333333,0.854700854700855,0,0.854700854700855,0.854700854700855,E08000037
2022,16-17,ethnicity,chinese,6.0,0,0,0,0,0,0,0,E08000037
2022,16-17,ethnicity,mixed,54.0,1.66666666666667,1.66666666666667,0,3.08641975308642,3.08641975308642,0,3.08641975308642,E08000037
2022,16-17,ethnicity,not known,241.333333333333,10,8.33333333333333,1.66666666666667,4.14364640883978,3.45303867403315,0.69060773480663,-6.94421969994682,E08000037
2022,16-17,ethnicity,other,31.6666666666667,1.33333333333333,1,0.333333333333333,4.21052631578947,3.15789473684211,1.05263157894737,1.9377990430622,E08000037
2022,16-17,ethnicity,white,3477.33333333333,181,169.666666666667,11.3333333333333,5.20513803680982,4.87921779141104,0.325920245398773,-0.582707487588944,E08000037
2022,16-17,ethnicity,asian,56.0,0,0,0,0,0,0,0,E06000001
2022,16-17,ethnicity,black,12.0,1,1,0,8.33333333333333,8.33333333333333,0,8.33333333333333,E06000001
2022,16-17,ethnicity,chinese,9.0,0,0,0,0,0,0,0,E06000001
2022,16-17,ethnicity,mixed,22.0,0,0,0,0,0,0,0,E06000001
